0.5,0,1011,989,0.5055
0.5,1,1397,603,0.6985
0.5,2,1419,381,0.788333333
0.5,3,1210,190,0.864285714
0.5,4,1815,185,0.9075
0.5,5,1878,122,0.939
0.5,6,1732,68,0.962222222
0.5,7,1572,28,0.9825
0.5,8,1583,17,0.989375
0.5,9,1592,4,0.997493734
0.5,10,1199,1,0.999166667
