0,13.21251106,13.06723309,13.03510284,13.02726841,12.82683182,12.52040291,12.35017204,12.31969261,12.29331303,12.1211834
1,16.35841751,15.65898037,15.15669918,14.60835648,14.60261631,13.12364483,13.03170109,12.74483967,12.57863426,12.54651928
2,13.6482029,13.29597187,13.08204746,12.9889431,12.63914585,12.55785084,12.38120747,11.97798824,11.96372795,11.68207455
3,23.71241188,19.65410614,17.32505035,17.01568604,16.27939034,15.95655918,15.87196445,15.62974834,15.50347614,15.45067883
4,18.80096817,18.64997864,15.24785519,15.07562351,14.64883327,14.18327808,13.05392075,12.32516289,12.27455807,12.24041939
5,15.07492352,13.86892796,12.69320202,12.10951519,11.79152966,11.76258945,11.44620991,11.33126068,10.47245789,10.05968571
6,18.65878868,14.75753403,14.42777634,14.313097,13.93209457,13.74091053,13.66624641,13.23410892,13.2296133,12.68661594
7,21.64231491,15.31279659,15.16947174,14.76886749,14.65884876,13.79530621,13.59249401,13.38799286,13.25146484,13.13568306
8,25.37298584,19.88694763,16.40616798,15.8662672,15.79495335,15.53206444,15.19721699,14.98988438,14.88945198,14.70397568
9,18.16273117,17.53911972,16.73736,16.53303146,16.47849464,15.75514317,15.75394535,15.50566864,14.90174961,14.89404678
10,14.62850952,14.07034969,13.99204826,12.53874302,12.33488274,12.31126118,12.05574131,11.89464664,11.79154682,11.43790722
11,19.70833588,15.48283386,14.09467602,13.14580536,12.96191216,12.95785427,12.90987873,12.56141281,12.34990978,12.336689
12,16.12992668,14.05620384,13.67196846,13.56190777,13.48669815,13.34737587,13.20282555,13.13995838,13.12473488,12.85937405
13,16.24902153,12.44637299,12.4011488,12.11542416,11.86607075,11.79785633,11.77313042,11.44244766,11.36133671,11.21426105
14,24.8534317,19.0009613,18.88442993,18.20837784,15.59621716,15.26156902,15.16014385,14.79445744,14.32159615,13.92562675
15,22.19626045,16.81845474,16.65256119,14.79310513,14.68819141,14.42274952,14.11452866,13.90284252,13.74525166,13.65279007
16,27.03983498,18.7027874,17.38398743,17.14580917,16.89588547,15.91406918,15.71129799,15.35342503,14.71909714,14.69206142
17,28.73122025,22.54896545,18.20908546,17.6660099,17.16588783,17.0666523,17.0349884,16.81926918,16.69927025,16.67828941
18,16.51441956,14.99458313,14.57727337,14.20631695,13.8900795,13.83947563,13.62873363,13.41270351,13.33207607,13.04727554
19,14.89373302,14.59395123,13.7215538,13.64084721,13.16368198,12.74920654,12.1678791,12.12080765,12.05444336,12.04092979
20,16.88838005,16.28591156,15.54162693,15.12777042,14.98841953,13.83657646,13.52850437,13.11542225,13.05319786,12.78719425
21,15.00991249,14.12751102,14.07963276,13.64315796,13.35898972,13.01021671,12.86113167,12.56809807,12.22312832,12.1459856
22,16.95258713,16.18507385,14.80498409,13.4896059,13.46383381,13.44305515,13.44123077,12.83764935,12.53050995,12.49927616
23,13.33273888,12.17739582,11.95386028,11.17393494,11.04949379,10.94576168,10.91172314,10.68096828,10.62671471,10.5785265
24,14.11576176,13.4825964,12.02801609,11.77989197,11.64502716,11.16352558,11.13064957,10.8280592,10.74655628,10.60999489
25,18.77329636,16.289608,15.30251122,14.98060799,14.84682655,14.78934383,14.29621601,14.22172642,13.96807671,13.79063225
26,18.15286827,16.66678429,15.77845097,15.57249737,13.926054,13.57884407,12.78442478,12.58574009,12.39244461,12.29869747
27,16.56726837,13.31816959,12.39894581,11.59925747,11.55155182,11.15302467,11.07003975,10.89226818,10.63434124,10.5093174
28,19.07230377,16.65827942,15.80083084,15.05930805,15.05747318,13.54725647,13.49599361,13.37866306,13.32512665,13.25200939
29,21.58428192,14.94075489,14.85577679,14.56569672,14.56550598,13.91978931,13.70483971,13.37843513,13.14411545,13.14361763
30,25.51926613,19.09519577,16.18276024,15.95111752,15.77156544,15.49272633,14.86527634,14.76290417,14.65747452,14.25124073
31,19.22805595,19.01675606,17.5545845,16.79668617,16.66329002,16.30430031,15.88735771,15.46509457,14.94923306,14.94300747
32,24.48988152,23.03210831,22.75346947,21.97830772,21.95092773,21.86154747,21.24987411,21.19301796,21.18397331,21.05890656
33,24.50718498,21.88362503,16.52766609,15.8230238,15.81241703,14.81810951,14.7536478,14.42515564,14.41873264,14.40143681
34,15.83615494,14.68320179,14.46224022,14.13634109,14.10513115,14.06284714,13.46537018,13.21181107,13.19072723,13.12486649
35,16.57016563,15.38884449,15.37145805,14.01494598,13.51071358,12.78420067,12.42749119,12.23456383,12.13247013,12.1205616
36,16.46670341,15.67943001,15.17677879,14.04026508,13.79669189,12.91817379,12.48480225,12.39375973,11.77281857,11.61719513
37,15.94124413,14.01849747,13.78944397,13.43493843,12.86676121,12.86525154,12.79588985,12.69362831,12.59100342,12.13045979
38,21.67948151,18.03114319,16.6456604,15.76572514,15.65466595,15.23217201,15.03926182,15.0351572,14.82860088,14.76094723
39,16.87140465,16.17771912,15.9229908,15.6039896,15.53697586,15.43758583,15.42861176,15.36480522,15.35605621,15.32739353
40,18.25525284,17.49758911,17.14358139,16.15065765,15.31029129,15.17168331,14.79808998,14.64292526,14.47393227,14.18816662
41,21.1698513,17.39274597,17.36872673,17.3394928,17.29620743,17.24647522,17.16594696,17.01454353,16.89698982,16.88023186
42,21.03399658,16.53287315,15.52202225,14.81337833,14.7893362,14.66156864,14.61709595,14.46466541,14.40082836,14.34859943
43,22.12405968,16.91605377,15.08978558,12.57918167,11.60664749,10.94635677,10.92570114,10.65641785,10.09962177,10.04604053
